월소득,초기자금,가족수,주용도,연료선호,운전경력,거주지역,추천차종
498,548,4,가족용,하이브리드,1년미만,도심,산타페_하이브리드
358,1370,4,가족용,상관없음,1~3년,도심,산타페_가솔린
232,2484,6,가족용,디젤,3년이상,도심,스포티지_디젤
785,2083,5,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
499,2874,3,가족용,전기,3년이상,지방,산타페_가솔린
419,2395,5,가족용,하이브리드,1~3년,지방,산타페_하이브리드
246,3902,2,가족용,가솔린,1~3년,지방,산타페_가솔린
211,3123,2,가족용,가솔린,1년미만,지방,아반떼_가솔린
508,545,6,업무,하이브리드,3년이상,도심,K8_하이브리드
181,4189,5,가족용,전기,3년이상,도심,아이오닉6_전기
457,2595,4,출퇴근,하이브리드,3년이상,도심,쏘나타_하이브리드
283,4814,6,업무,전기,3년이상,지방,그랜저_가솔린
365,1951,6,출퇴근,가솔린,3년이상,도심,K8_가솔린
413,4905,4,업무,하이브리드,1~3년,도심,쏘나타_하이브리드
384,5038,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
388,545,2,가족용,상관없음,1~3년,도심,스포티지_가솔린
711,1103,5,업무,전기,3년이상,도심,G80_전기
408,3020,6,레저,전기,1~3년,도심,코나_전기
446,681,2,출퇴근,가솔린,1~3년,지방,아반떼_가솔린
134,2896,5,레저,가솔린,1년미만,지방,셀토스_가솔린
701,1425,4,출퇴근,가솔린,3년이상,도심,그랜저_가솔린
485,687,6,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
798,2306,6,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
406,3827,6,레저,가솔린,3년이상,도심,팰리세이드_가솔린
499,2587,5,출퇴근,디젤,1년미만,도심,스포티지_디젤
155,4107,3,레저,가솔린,1~3년,도심,코나_가솔린
181,2163,2,가족용,상관없음,1년미만,지방,아반떼_가솔린
266,3176,4,업무,하이브리드,1~3년,도심,쏘나타_하이브리드
295,2181,2,가족용,하이브리드,1~3년,지방,스포티지_하이브리드
510,3109,4,가족용,전기,3년이상,지방,산타페_가솔린
319,2618,6,출퇴근,가솔린,1~3년,도심,K8_가솔린
446,440,1,레저,가솔린,3년이상,도심,코나_가솔린
484,4902,5,업무,하이브리드,3년이상,지방,그랜저_하이브리드
747,4731,3,업무,가솔린,3년이상,도심,G80_가솔린
134,2883,4,레저,전기,1년미만,지방,셀토스_가솔린
484,1658,3,출퇴근,상관없음,3년이상,도심,쏘나타_하이브리드
399,2181,2,출퇴근,하이브리드,3년이상,도심,K5_하이브리드
811,616,1,레저,전기,1년미만,도심,코나_전기
333,1548,4,레저,하이브리드,1~3년,도심,스포티지_하이브리드
711,1070,3,가족용,상관없음,1~3년,도심,산타페_가솔린
232,1465,5,출퇴근,상관없음,3년이상,지방,아반떼_가솔린
263,2027,5,레저,상관없음,3년이상,지방,스포티지_가솔린
212,3850,5,출퇴근,가솔린,1~3년,도심,K8_가솔린
295,2405,2,레저,하이브리드,3년이상,지방,산타페_하이브리드
468,906,5,업무,하이브리드,1~3년,지방,K8_하이브리드
586,1171,2,업무,하이브리드,1년미만,도심,아반떼_하이브리드
362,860,2,업무,전기,1~3년,도심,EV6_전기
400,530,6,레저,하이브리드,3년이상,도심,스포티지_하이브리드
452,1448,1,가족용,가솔린,1~3년,지방,산타페_가솔린
216,2073,6,출퇴근,하이브리드,1~3년,도심,아반떼_하이브리드
289,4946,5,업무,상관없음,3년이상,도심,그랜저_가솔린
681,1905,1,출퇴근,상관없음,1년미만,지방,아반떼_가솔린
702,2658,3,출퇴근,디젤,1~3년,도심,스포티지_디젤
506,2167,6,업무,디젤,1~3년,도심,스포티지_디젤
404,4904,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
165,4064,6,출퇴근,하이브리드,1~3년,지방,쏘나타_하이브리드
237,2440,4,업무,하이브리드,1년미만,지방,아반떼_하이브리드
811,2325,3,레저,상관없음,3년이상,도심,코나_전기
303,1622,5,가족용,전기,1~3년,지방,스포티지_가솔린
318,838,3,출퇴근,디젤,1~3년,지방,K5_가솔린
252,2695,5,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
712,4810,3,업무,가솔린,3년이상,지방,G80_가솔린
394,1918,5,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
680,2647,3,업무,전기,3년이상,지방,G80_전기
363,910,6,가족용,전기,3년이상,도심,EV6_전기
768,3124,2,출퇴근,가솔린,3년이상,도심,G80_가솔린
580,1142,3,업무,하이브리드,3년이상,도심,쏘나타_하이브리드
509,379,5,레저,상관없음,1~3년,지방,산타페_가솔린
633,3220,5,레저,가솔린,3년이상,지방,GV80_가솔린
158,3852,2,레저,하이브리드,3년이상,도심,스포티지_하이브리드
614,658,3,레저,전기,1년미만,지방,코나_전기
402,462,1,가족용,하이브리드,3년이상,도심,스포티지_하이브리드
256,2526,6,가족용,전기,3년이상,도심,EV6_전기
510,4907,5,레저,디젤,1년미만,도심,스포티지_디젤
607,4985,5,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
800,686,6,업무,가솔린,3년이상,지방,그랜저_가솔린
200,2568,5,가족용,상관없음,1~3년,지방,스포티지_가솔린
364,355,4,레저,전기,3년이상,지방,스포티지_디젤
784,5136,6,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
238,3885,5,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
160,3866,4,가족용,하이브리드,3년이상,지방,스포티지_하이브리드
290,3809,2,레저,하이브리드,1년미만,도심,아반떼_하이브리드
210,2376,2,가족용,하이브리드,3년이상,지방,아반떼_하이브리드
593,3852,6,레저,전기,1년미만,지방,코나_전기
357,2657,5,레저,가솔린,3년이상,지방,산타페_가솔린
307,2094,5,출퇴근,전기,1~3년,도심,EV6_전기
260,964,5,레저,가솔린,1년미만,도심,셀토스_가솔린
494,2630,1,가족용,가솔린,1~3년,도심,산타페_가솔린
356,326,5,업무,전기,1~3년,지방,K5_가솔린
620,4450,1,출퇴근,가솔린,3년이상,지방,G80_가솔린
205,4008,4,업무,하이브리드,1~3년,도심,쏘나타_하이브리드
701,5162,5,가족용,디젤,1년미만,지방,스포티지_디젤
434,2624,6,가족용,전기,1~3년,도심,아이오닉6_전기
292,2805,5,출퇴근,상관없음,1~3년,지방,K8_하이브리드
508,2313,6,레저,상관없음,3년이상,도심,팰리세이드_가솔린
196,1989,1,출퇴근,디젤,1~3년,지방,아반떼_가솔린
148,2305,2,레저,전기,3년이상,도심,셀토스_가솔린
789,864,4,레저,전기,3년이상,지방,코나_전기
495,390,6,업무,상관없음,1~3년,도심,K8_가솔린
383,2570,1,출퇴근,전기,1년미만,도심,코나_전기
392,430,3,가족용,가솔린,1년미만,도심,스포티지_가솔린
390,800,5,가족용,상관없음,1년미만,지방,스포티지_가솔린
379,1624,4,가족용,하이브리드,3년이상,도심,K5_하이브리드
794,4834,6,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
392,2928,3,가족용,하이브리드,3년이상,도심,산타페_하이브리드
800,2907,4,가족용,가솔린,3년이상,도심,산타페_가솔린
498,1877,4,레저,가솔린,1년미만,지방,코나_가솔린
765,3044,2,출퇴근,가솔린,3년이상,지방,G80_가솔린
799,2389,1,업무,디젤,3년이상,도심,스포티지_디젤
434,2157,6,가족용,상관없음,3년이상,지방,팰리세이드_가솔린
147,4144,5,출퇴근,가솔린,1년미만,도심,아반떼_가솔린
417,2978,6,업무,하이브리드,1년미만,지방,아반떼_하이브리드
147,3880,5,가족용,전기,3년이상,도심,EV6_전기
720,3754,5,레저,가솔린,3년이상,지방,GV80_가솔린
812,2481,4,업무,상관없음,1~3년,도심,G80_전기
131,4158,1,레저,디젤,1~3년,지방,셀토스_가솔린
217,1681,1,레저,전기,3년이상,도심,코나_가솔린
206,4924,3,업무,상관없음,3년이상,지방,쏘나타_가솔린
357,2128,5,업무,전기,3년이상,지방,K8_가솔린
207,3930,6,업무,가솔린,1~3년,지방,K8_가솔린
195,4193,5,업무,하이브리드,3년이상,도심,K8_하이브리드
450,306,6,가족용,하이브리드,3년이상,지방,스포티지_하이브리드
584,1512,5,업무,가솔린,1~3년,도심,그랜저_가솔린
130,4942,2,레저,가솔린,1년미만,도심,셀토스_가솔린
400,2103,5,출퇴근,상관없음,3년이상,도심,그랜저_가솔린
292,4156,5,가족용,전기,1~3년,도심,아이오닉6_전기
130,2616,2,레저,전기,1년미만,지방,셀토스_가솔린
686,1191,2,가족용,상관없음,3년이상,지방,산타페_가솔린
199,3076,4,출퇴근,하이브리드,1년미만,지방,아반떼_하이브리드
202,5036,2,가족용,전기,3년이상,도심,코나_전기
237,4982,5,레저,상관없음,1~3년,지방,팰리세이드_가솔린
316,2694,6,업무,하이브리드,3년이상,도심,K8_하이브리드
233,4028,5,출퇴근,하이브리드,1~3년,지방,K8_하이브리드
707,2962,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
760,3229,4,레저,가솔린,3년이상,도심,GV80_가솔린
304,2920,6,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
447,3079,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
288,3810,6,출퇴근,가솔린,3년이상,도심,그랜저_가솔린
410,1845,4,가족용,전기,1~3년,지방,산타페_가솔린
232,2607,3,업무,가솔린,3년이상,도심,쏘나타_가솔린
586,321,6,업무,하이브리드,1~3년,도심,그랜저_하이브리드
431,2415,2,가족용,디젤,3년이상,도심,스포티지_디젤
367,1931,6,업무,하이브리드,3년이상,지방,K8_하이브리드
365,2004,5,업무,가솔린,3년이상,도심,K8_가솔린
777,3316,5,레저,가솔린,3년이상,지방,GV80_가솔린
766,4622,2,출퇴근,가솔린,3년이상,도심,G80_가솔린
517,1432,1,레저,하이브리드,1년미만,지방,아반떼_하이브리드
503,2531,5,레저,하이브리드,1~3년,도심,팰리세이드_하이브리드
690,502,6,레저,하이브리드,1~3년,도심,팰리세이드_하이브리드
212,3912,5,업무,하이브리드,3년이상,지방,K8_하이브리드
269,4198,3,출퇴근,하이브리드,1~3년,지방,쏘나타_하이브리드
617,836,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
238,4965,2,출퇴근,전기,1~3년,도심,코나_전기
392,4194,6,업무,하이브리드,1~3년,지방,그랜저_하이브리드
498,1337,4,가족용,상관없음,1~3년,지방,산타페_가솔린
718,4594,5,레저,가솔린,3년이상,지방,GV80_가솔린
153,2392,2,가족용,디젤,1년미만,도심,아반떼_가솔린
259,4100,6,업무,하이브리드,3년이상,도심,그랜저_하이브리드
683,2179,1,업무,디젤,1년미만,도심,코나_전기
487,3046,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
237,4830,3,업무,가솔린,3년이상,지방,쏘나타_가솔린
414,827,3,업무,상관없음,1~3년,지방,쏘나타_가솔린
367,1929,5,업무,가솔린,1~3년,도심,K8_가솔린
800,4007,4,업무,상관없음,1년미만,도심,코나_전기
514,359,5,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
270,3056,6,업무,하이브리드,1~3년,도심,K8_하이브리드
248,1498,3,레저,전기,3년이상,도심,코나_가솔린
407,882,6,가족용,상관없음,1년미만,지방,산타페_가솔린
610,1547,4,출퇴근,가솔린,1~3년,도심,쏘나타_가솔린
366,1628,4,레저,하이브리드,1~3년,지방,산타페_하이브리드
343,2351,5,업무,가솔린,1~3년,지방,K8_가솔린
263,1487,5,업무,상관없음,3년이상,도심,K5_가솔린
516,2837,6,가족용,상관없음,1년미만,도심,코나_전기
293,5056,3,가족용,상관없음,3년이상,도심,산타페_가솔린
589,530,1,가족용,가솔린,3년이상,도심,산타페_가솔린
707,4475,1,출퇴근,가솔린,3년이상,도심,G80_가솔린
136,3962,6,가족용,전기,3년이상,도심,EV6_전기
337,2142,5,업무,가솔린,1~3년,도심,쏘나타_가솔린
333,3998,3,출퇴근,전기,1~3년,도심,코나_전기
497,2954,5,출퇴근,전기,3년이상,지방,그랜저_가솔린
337,618,5,출퇴근,하이브리드,3년이상,지방,아반떼_하이브리드
150,3108,6,레저,전기,1년미만,지방,코나_가솔린
203,2857,4,가족용,상관없음,1~3년,도심,스포티지_가솔린
401,4033,3,레저,하이브리드,3년이상,지방,산타페_하이브리드
720,3884,5,레저,하이브리드,1년미만,도심,산타페_하이브리드
770,3194,6,레저,가솔린,3년이상,도심,GV80_가솔린
298,1810,5,출퇴근,전기,3년이상,도심,EV6_전기
207,1594,3,레저,전기,1~3년,지방,셀토스_가솔린
191,4133,6,출퇴근,가솔린,3년이상,도심,K8_가솔린
495,2003,2,가족용,전기,1~3년,지방,코나_전기
331,2498,3,출퇴근,하이브리드,3년이상,도심,K5_하이브리드
614,3981,5,레저,전기,3년이상,도심,G80_전기
191,4042,6,출퇴근,가솔린,1~3년,도심,K8_가솔린
776,3435,6,레저,가솔린,3년이상,지방,GV80_가솔린
804,2929,6,출퇴근,전기,1년미만,지방,G80_전기
256,2313,6,출퇴근,전기,3년이상,도심,EV6_전기
519,381,5,가족용,가솔린,1년미만,도심,산타페_가솔린
134,3852,3,레저,디젤,3년이상,지방,셀토스_가솔린
347,4942,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
802,2927,3,업무,가솔린,1~3년,지방,쏘나타_가솔린
407,1302,3,레저,하이브리드,3년이상,지방,산타페_하이브리드
300,2292,3,가족용,하이브리드,1~3년,도심,K5_하이브리드
130,3925,5,레저,가솔린,1~3년,도심,셀토스_가솔린
293,3129,5,업무,하이브리드,3년이상,도심,K8_하이브리드
257,1612,4,업무,디젤,1~3년,도심,K5_가솔린
692,2119,6,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
678,3367,4,레저,가솔린,3년이상,도심,GV80_가솔린
381,5085,4,업무,상관없음,1~3년,도심,G80_전기
399,2645,5,가족용,전기,3년이상,도심,아이오닉6_전기
338,2440,3,출퇴근,가솔린,3년이상,도심,그랜저_가솔린
211,3991,6,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
131,5161,1,레저,가솔린,3년이상,도심,셀토스_가솔린
366,2068,2,가족용,하이브리드,3년이상,도심,K5_하이브리드
256,2995,4,업무,디젤,1년미만,도심,스포티지_디젤
725,4609,5,가족용,가솔린,3년이상,도심,GV80_가솔린
312,2999,6,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
267,5085,5,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
363,836,1,레저,하이브리드,1~3년,도심,스포티지_하이브리드
366,2678,5,레저,디젤,1~3년,지방,스포티지_디젤
486,463,6,출퇴근,하이브리드,1~3년,도심,K8_하이브리드
265,2129,5,가족용,전기,1~3년,도심,EV6_전기
132,4038,5,가족용,상관없음,3년이상,도심,EV6_전기
301,2049,4,가족용,하이브리드,3년이상,도심,스포티지_하이브리드
133,3047,6,레저,상관없음,1~3년,지방,셀토스_가솔린
134,2839,2,레저,상관없음,1년미만,도심,셀토스_가솔린
306,1827,5,출퇴근,전기,3년이상,도심,EV6_전기
190,2064,6,레저,상관없음,3년이상,지방,코나_가솔린
436,2612,2,레저,가솔린,1~3년,도심,코나_가솔린
498,1360,2,레저,가솔린,3년이상,지방,코나_가솔린
714,810,6,업무,상관없음,3년이상,지방,그랜저_가솔린
607,1148,1,레저,가솔린,1년미만,도심,코나_가솔린
620,3617,5,레저,가솔린,3년이상,지방,GV80_가솔린
305,994,3,출퇴근,전기,1~3년,지방,K5_가솔린
409,1496,5,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
132,3096,1,레저,상관없음,3년이상,도심,셀토스_가솔린
708,2658,5,업무,하이브리드,1~3년,도심,그랜저_하이브리드
461,3182,5,가족용,전기,1~3년,도심,아이오닉6_전기
393,2960,4,출퇴근,상관없음,1년미만,도심,아반떼_가솔린
311,973,6,가족용,상관없음,1~3년,도심,K5_가솔린
420,2314,6,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
298,2461,4,가족용,전기,1~3년,지방,산타페_가솔린
197,4926,2,출퇴근,가솔린,1~3년,지방,아반떼_가솔린
452,5065,5,업무,하이브리드,3년이상,지방,그랜저_하이브리드
585,2396,3,업무,가솔린,1~3년,도심,쏘나타_가솔린
468,849,4,레저,하이브리드,1년미만,지방,산타페_하이브리드
582,1616,5,출퇴근,상관없음,3년이상,도심,그랜저_가솔린
